reviews,recommendation,location
He is very nice *** ************* ******. We went to see him with my Fil who was suffering with high fever and could not able to recover. He prescribed just right medicine and test. He is OK now. We are fully satisfied with his treatment.,I recommend the doctor,Delhi
I have visited with throat infection and Dr. Has given full satisfaction and ****** diagnosis for instant relief. ,I recommend the doctor,Delhi
"Very humorous and friendly.. at the same time, very helpful in diagnosing and suggesting you with various medical possibilities. I definitely would love to recommend Dr. Amarpreet Singh Riar to all those people out there with your issues.",I recommend the doctor,Delhi
"Dr. Amanpreet's way of dealing with patients is quite new & good, he explains the disease & prescribed medicine & their effects which make patients feel good. Being a general physician, he understand the main expected issues of patient.",I recommend the doctor,Delhi
Doctor is very expensive. Dont even think about going there. I took my brother there as his stomach was upset due to eating fast food and he charged me 2265/- for just curing stomach pain and prescribed medicine for rs 500. I had the same problem last week and i got treated in 300 rs only by another doctor in the same building.,I do not recommend the doctor,Delhi
Very nicely treated by Dr. Amarpreet Singh Riar. Highly recommended to Aman Medical Clinic for anyone for good advise ,I recommend the doctor,Delhi
Very good clinic. Immediate good treatment. You can blindly trust this clinic*** ****** **** *********,I recommend the doctor,Delhi
"Very polite, reassuring and satisfactory treatment provided. Also suggested relevant vaccination to avoid future recurrence.",I recommend the doctor,Delhi
Very Nice. Overall experience with Doctor Aman is very nice always. He listen to the problem very carefully and always very helpful.,I recommend the doctor,Delhi
********** **** ************* ******* and very helpful for all our concerns. I would recommend him to others,I recommend the doctor,Delhi
Dr. Amarpreet singh Riar was warm and quite professional in his handling of my appointment. He and his staff were just great. I went home fully satisfied.,I recommend the doctor,Delhi
"Honestly, what a wonderful thing to have a doctor who actually cares about my well-being, and takes the time to explain his thinking. He’s a great doctor, and when I think back to the days when I had the rushed and impersonal treatment or the hassle finding a family practitioner who would fit me in, I am truly grateful.”*** ********* ***** **** ** ***** ****** ** ** ********* ************* *** **********",I recommend the doctor,Delhi
"If you are looking for a doctor whose medical knowledge is encyclopedic,  treats the whole person, and takes the time to be caring even while maintaing a very efficient office, then Dr. amarpreet singh riar is someone you should consider visiting.”I have always been provided the absolute best care, and I believe, best advice and treatment during every visit and for every issue.",I recommend the doctor,Delhi
awesum experience with the clinic nd great experienced Dr Amanpreet Riar. doctors need to have a great sense of humour and i find him the best in this as his medicine gave the results in a short durationRecommended,I recommend the doctor,Delhi
Went for pain of my child . She was given many medicines  and I was little confused . But the results were very good . Good Job,I recommend the doctor,Delhi
I went with fever n with complete joint pains got his appointment Whn I reached his clinic there was about 20 patients waiting for his appointment. Dr. Amar Preet Singh came n saw each n every patient in a very good manner n Whn my turn came I would say he's the only doctor who can explain everything even he's having a long Q of patients . He explained all side effects and the drugs  and the proper way to take the medicines  I'm fine now . ***** **** *** ****** ********* he is a Doctor who have a expert idea about all the updates of medicine And give a real smile in patients face GOD BLESS U SIR ,I recommend the doctor,Delhi
Went for chronic allergies. First time I feel the difference . Like the diagnostic and treatment . Thank you,I recommend the doctor,Delhi
"Got my full physical checkup and Bp problem . Few medicines , good relief . This is our family clinic now ",I recommend the doctor,Delhi
A good doctor to visit. listens to you and gives time to patient. thank you Dr Aman. God bless you.,I recommend the doctor,Delhi
Good family clinic for most general health issues . Also handle all emergencies . I have been treated perfectly ,I recommend the doctor,Delhi
Went for Diabetes . Perfect control after few days of treatment . Highly thankful . Visit for good treatment . ,I recommend the doctor,Delhi
A very patient doctor..********* ******* **********..and also gives detailed explanation of the disease..i highly recommend...him,I recommend the doctor,Delhi
